,name,nid,icons,utLogMap,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,ratingScore,review,installment,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,voucherId,skuId,inStock,isAD
0,kulkas 2 pintu [wa - 0B38-0566-8234],1312264043,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312264043', 'x_ad': '1', 'x_object_id': '1312264043'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312264043-s2304712280.html?search=1,https://id-test-11.slatic.net/p/c006368d16036d0f3268edad47794d16.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312264043_ID-2304712280,1312264043_ID,[{'id': '1312264043_ID-2304712280'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/c006368d16036d0f3268edad47794d16.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312264043-s2304712280.html?search=1', 'sku': '1312264043_ID', 'skuId': '2304712280'}]",0,"[10100871, 16308]",query:;nid:1312264043;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312264043_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312264043;sku_id:2304712280;shop_id:1912036,"[{'sku': '1312264043_ID-2304712280', 'skuId': '2304712280', 'count': 0}]",1312264043,,2304712280,True,0
1,kulkas 2 pintu [wa - 0B38-0566-8234],1312262091,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312262091', 'x_ad': '1', 'x_object_id': '1312262091'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312262091-s2304680847.html?search=1,https://id-test-11.slatic.net/p/05fdb3f513f0f9356dfbb5b9a8fc511e.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312262091_ID-2304680847,1312262091_ID,[{'id': '1312262091_ID-2304680847'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/05fdb3f513f0f9356dfbb5b9a8fc511e.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312262091-s2304680847.html?search=1', 'sku': '1312262091_ID', 'skuId': '2304680847'}]",0,"[10100871, 16308]",query:;nid:1312262091;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312262091_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312262091;sku_id:2304680847;shop_id:1912036,"[{'sku': '1312262091_ID-2304680847', 'skuId': '2304680847', 'count': 0}]",1312262091,,2304680847,True,0
2,kulkas 2 pintu [wa - 0B38-0566-8234],1312262073,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312262073', 'x_ad': '1', 'x_object_id': '1312262073'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312262073-s2304730125.html?search=1,https://id-test-11.slatic.net/p/5b8eb8c9997a01850cabcb5530a44d63.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312262073_ID-2304730125,1312262073_ID,[{'id': '1312262073_ID-2304730125'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/5b8eb8c9997a01850cabcb5530a44d63.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312262073-s2304730125.html?search=1', 'sku': '1312262073_ID', 'skuId': '2304730125'}]",0,"[10100871, 16308]",query:;nid:1312262073;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312262073_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312262073;sku_id:2304730125;shop_id:1912036,"[{'sku': '1312262073_ID-2304730125', 'skuId': '2304730125', 'count': 0}]",1312262073,,2304730125,True,0
3,kulkas 2 pintu [wa - 0B38-0566-8234],1312262052,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312262052', 'x_ad': '1', 'x_object_id': '1312262052'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312262052-s2304726070.html?search=1,https://id-test-11.slatic.net/p/616d8d6626d45aecaf1f09d467a0ae27.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312262052_ID-2304726070,1312262052_ID,[{'id': '1312262052_ID-2304726070'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/616d8d6626d45aecaf1f09d467a0ae27.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312262052-s2304726070.html?search=1', 'sku': '1312262052_ID', 'skuId': '2304726070'}]",0,"[10100871, 16308]",query:;nid:1312262052;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312262052_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312262052;sku_id:2304726070;shop_id:1912036,"[{'sku': '1312262052_ID-2304726070', 'skuId': '2304726070', 'count': 0}]",1312262052,,2304726070,True,0
4,kulkas 2 pintu [wa - 0B38-0566-8234],1312260128,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312260128', 'x_ad': '1', 'x_object_id': '1312260128'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312260128-s2304706386.html?search=1,https://id-test-11.slatic.net/p/250577936f01bcbd30d9ef9d534bd669.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312260128_ID-2304706386,1312260128_ID,[{'id': '1312260128_ID-2304706386'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/250577936f01bcbd30d9ef9d534bd669.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312260128-s2304706386.html?search=1', 'sku': '1312260128_ID', 'skuId': '2304706386'}]",0,"[10100871, 16308]",query:;nid:1312260128;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312260128_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312260128;sku_id:2304706386;shop_id:1912036,"[{'sku': '1312260128_ID-2304706386', 'skuId': '2304706386', 'count': 0}]",1312260128,,2304706386,True,0
5,kulkas 2 pintu [wa - 0B38-0566-8234],1312260115,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312260115', 'x_ad': '1', 'x_object_id': '1312260115'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312260115-s2304680767.html?search=1,https://id-test-11.slatic.net/p/2b74091795579e770c5967061b0c586a.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312260115_ID-2304680767,1312260115_ID,[{'id': '1312260115_ID-2304680767'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/2b74091795579e770c5967061b0c586a.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312260115-s2304680767.html?search=1', 'sku': '1312260115_ID', 'skuId': '2304680767'}]",0,"[10100871, 16308]",query:;nid:1312260115;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312260115_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312260115;sku_id:2304680767;shop_id:1912036,"[{'sku': '1312260115_ID-2304680767', 'skuId': '2304680767', 'count': 0}]",1312260115,,2304680767,True,0
6,kulkas 2 pintu [wa - 0B38-0566-8234],1312258147,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312258147', 'x_ad': '1', 'x_object_id': '1312258147'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312258147-s2304718329.html?search=1,https://id-test-11.slatic.net/p/fbe60ad6e3a127badcaebadcd0aaf223.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312258147_ID-2304718329,1312258147_ID,[{'id': '1312258147_ID-2304718329'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/fbe60ad6e3a127badcaebadcd0aaf223.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312258147-s2304718329.html?search=1', 'sku': '1312258147_ID', 'skuId': '2304718329'}]",0,"[10100871, 16308]",query:;nid:1312258147;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312258147_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312258147;sku_id:2304718329;shop_id:1912036,"[{'sku': '1312258147_ID-2304718329', 'skuId': '2304718329', 'count': 0}]",1312258147,,2304718329,True,0
7,kulkas 2 pintu [wa - 0B38-0566-8234],1312256194,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312256194', 'x_ad': '1', 'x_object_id': '1312256194'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312256194-s2304738133.html?search=1,https://id-test-11.slatic.net/p/2b74091795579e770c5967061b0c586a.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312256194_ID-2304738133,1312256194_ID,[{'id': '1312256194_ID-2304738133'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/2b74091795579e770c5967061b0c586a.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312256194-s2304738133.html?search=1', 'sku': '1312256194_ID', 'skuId': '2304738133'}]",0,"[10100871, 16308]",query:;nid:1312256194;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312256194_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312256194;sku_id:2304738133;shop_id:1912036,"[{'sku': '1312256194_ID-2304738133', 'skuId': '2304738133', 'count': 0}]",1312256194,,2304738133,True,0
8,kulkas 2 pintu [wa - 0B38-0566-8234],1312256172,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312256172', 'x_ad': '1', 'x_object_id': '1312256172'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312256172-s2304672882.html?search=1,https://id-test-11.slatic.net/p/c4486c8810ef2e6fc44dce1fe2f3c1f3.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312256172_ID-2304672882,1312256172_ID,[{'id': '1312256172_ID-2304672882'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/c4486c8810ef2e6fc44dce1fe2f3c1f3.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312256172-s2304672882.html?search=1', 'sku': '1312256172_ID', 'skuId': '2304672882'}]",0,"[10100871, 16308]",query:;nid:1312256172;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312256172_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312256172;sku_id:2304672882;shop_id:1912036,"[{'sku': '1312256172_ID-2304672882', 'skuId': '2304672882', 'count': 0}]",1312256172,,2304672882,True,0
9,kulkas 2 pintu [wa - 0B38-0566-8234],1312256145,"[{'url': '//laz-img-cdn.alicdn.com/tfs/TB1QTkMXG67gK0jSZFHXXa9jVXa-45-28.png', 'domClass': 'freeShipping', 'alias': 'freeShipping', 'type': 'img', 'style': {'width': 45.0, 'height': 28.0}, 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0}]","{'x_object_type': 'item', 'hyperspace_bts': 'tr_bt:1;jinnang_bid:3;doufukuai_bid:2;search_engine_bid:6;gs_jinnang_bid:3;gs_tcbid:5;golden_slots_for_redmart:true;new_rank:2;gs_title_completion:3;gs_shipping_origin:1;rerank_size_improvement_bid:;rank_size_improvement_bid:1;degrade_by_user_level:;ul_hit:;sp_common_level_bid:1;sp_common_level_bid_l2:1;sp_common_level_bid_l3:8;rank_optimize:;lang_detect:1;business_bid:1;spell_correct_bid:2;lzd_search_rerank_bid:3;search_recall_bucket_id:4;use_phrase_v2:0;sp_common_level_bid_l5:0', 'x_item_ids': '1312256145', 'x_ad': '1', 'x_object_id': '1312256145'}",//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312256145-s2304686570.html?search=1,https://id-test-11.slatic.net/p/142e9ce197e9f89c164a427ec0d0f476.jpg,2900000.00,Rp2.900.000,900000.00,null,Rp900.000,-69%,0,,,nt_product,Kota Surabaya,1312256145_ID-2304686570,1312256145_ID,[{'id': '1312256145_ID-2304686570'}],"['Promo spesial, cuci gudang beli 2 gratis 1. Mohon tanya penjual sebelum order. Minat chat di wa 0B38-0566-8234']",633,LG,400594881036,400594881036,Ifaa16,"[{'image': 'https://id-test-11.slatic.net/p/142e9ce197e9f89c164a427ec0d0f476.jpg', 'productUrl': '//www.lazada.co.id/products/kulkas-2-pintu-wa-0b38-0566-8234-i1312256145-s2304686570.html?search=1', 'sku': '1312256145_ID', 'skuId': '2304686570'}]",0,"[10100871, 16308]",query:;nid:1312256145;src:LazadaMainSrp;rn:1f7c6279b4836e444ef1107957d8363f;region:id;sku:1312256145_ID;price:900000.00;client:desktop;supplier_id:400594881036;asc_category_id:16308;item_id:1312256145;sku_id:2304686570;shop_id:1912036,"[{'sku': '1312256145_ID-2304686570', 'skuId': '2304686570', 'count': 0}]",1312256145,,2304686570,True,0
