,id_iklan,status_iklan,created_at,user_id,title,description,tahun,price,prov,kota,lat,lon
11,772119714,active,2020-02-13T20:05:55+07:00,3468890,Grand livina 2011 ultimate at,"Jok kulit
Tape double din
Mobil on going siap pakai
Km asli
Pajak baru perpanjang bln 2
Minat wa",2020,86500000.0,Banten,Tangerang Kab.,-6.116,106.611
12,764517758,active,2020-02-13T20:00:33+07:00,100349629,Nissan Grand Livina SV AT 2014,"DIJUAL CEPAT DENGAN HARGA TERJANGKAU

Kondisi Bagus & Istimewa, Original Cat, Tangan Pertama, AC Double, Double Airbag, ABS, Panel Wood, Bebas Bau Rokok, Power Window, Monitor Tv, Central Lock, Alarm, Fox Lamp, Power Stering, Radio & CD DVD OKE.
Pemakaian..2015
STNK Panjang sampai Febuari 2021

Harga Paket Kredit

Bca Finance

TDP:  18,000,000 
ANG:    3,906,500 X 35

TDP:   18,000,000
ANG:    3,210,200 X 47

TDP:   18,000,000
ANG:    2,744,000 X 59

TDP:   18,000,000
ANG:    2,446,000 X 71

Bunga Ringan
Syarat Mudah
Proses Cepat

* Hitungan kredit dapat berubah sesuai
ketentuan dan syarat yang berlaku *

Persyaratan Kredit :

- Fotocopy KTP Suami & Istri
- Fotocopy Kartu Keluarga
- Fotocopy PBB Rumah
- Fotocopy Tabungan atau Slip gaji
- Fotocopy NPWP

TITAN JAYA MOBIL
TERIMA CASH / KREDIT dan TUKAR TAMBAH
Jl Raya Cipinang Jaya no 49 Jaktim
Jatinegara. 102,103,103,103",2014,108000000.0,Jakarta D.K.I.,Jakarta Selatan,-6.231,106.847
13,771925562,active,2020-02-13T19:59:58+07:00,92649479,Nissan Grandlivina 1.5 XV Manual Th 2011 Istmw,"Dijual
Nissan Grandlivina 1.5 XV Manual Th 2011 
Sangat Istimewa 
Full Orisinil 
Kilometer 80rb servis record 
Cet dan interior orisinil 
Pajak Panjang, surat komplit 
Harga Rp 86 jt nego

Alamat, Hidayat motor, jl kh muhdi no 5 DEWAN Maguwoharjo transmart ketimur 100m sebelum hotel quality ada jl aspal ke utara 20m brt jln",2011,86000000.0,Yogyakarta D.I.,Sleman Kab.,-7.768,110.408
14,772118163,active,2020-02-13T19:50:42+07:00,90193737,Nissan Grand Livina XV HWS AT 2013 grey,"jual livina xv hws matic 2013
kondisi bagus
mesin halus kaki2 lembut
bensin irit
pajak sd 11/2020

nego harga ya cash 102,500
kredit nanti dicoba dibantu DP 13 jt (2,940x47)

thx olx..",2013,102500000.0,Jakarta D.K.I.,Jakarta Pusat,-6.182,106.867
15,772118004,active,2020-02-13T19:45:36+07:00,812392,Nissan Grand Livina 1.5 AT 2013 (kredit dibantu),"Good Condition
Mesin Terawat, Matic Responsif
Ban Tebal, Kaki kaki bagus

Kredit Total Dp 18 Juta
Angsuran Rp 2,9 Jtan x 47 kali

Lokasi : PERSADA OTO
Jl Dermaga Raya No 117 Duren Sawit Klender Jakarta Timur",2013,105000000.0,Jakarta D.K.I.,Jakarta Timur,-6.22,106.908
16,772117607,active,2020-02-13T19:44:46+07:00,42779,Nissan Grand Livina SV Automatic 2013/2014,"Nissan Grand Livina SV 
Tahun 2013 pemakaian 2014
Warna Abu abu 
Kilometer 61rb
Surat surat lengkap Bpkb Stnk Faktur
Buku service buku manual kunci cadangan
Kondisi sangat bagus dan terawat
Tinggal pakai saja 

Minat silahkan Whatsapp atau telepon saja
Alamat Perumahan puri beta 2 ciledug",2013,103000000.0,Banten,Tangerang Kota,-6.237,106.722
17,771213725,active,2020-02-13T18:12:56+07:00,95935369,Nissan grand Livina XV 2014 MPV LiKe New,"Nicholas Auto BSD

For Sale : 

Grand Livina XV AT 2014 FREE Nano Coating By ELPRO

OTR KHUSUS KREDIT: 120 JT
OTR KHUSUS CASH : 135 JT Nego

BCA Finance TDP : 35 JT
Angsuran : 3.2xx.xxx X 47 Bulan

* Nik 2014
* Pajak 2020
* Elektikal normal
* Jok Original
* Velg Ori Ban Tebal
* Kamera mundur
* sensor parking
* Matic Halus
* Mesin Halus
* Kaki kaki Halus

Mobil dipastikan pastikan dalam kondisi sangat Prima dan siap Pakai.
Surat terjamin keabsahan nya
Mobil Kami Garansi Bukan Bekas Tabrakan ataupun Banjir.

Mobil yang kami jual kepada Konsumen telah melewati berbagai pengecekan (QC) dan sudah di pastikan dalam keadaan yg Prima ketika di serahkan kepada konsumen

Hitungan Diatas Hanyalah Ilustrasi dan dapat diubah sesuai kebutuhan Konsumen, Terima Tukar Tambah.

Persyaratan kredit :
1. KTP suami istri jika sdh menikah.
2. Kartu Keluarga.
3. PBB atas nama sendiri atau terdapat dlm 1 Kartu Keluarga.
4. Rek tabungan 3 bulan terakhir.
5. Slip gaji jika bekerja atau SKU jika memiliki usaha.
Ayo segera hubungi nomer yang tertera di Profile untuk bertanya detail mengenai mobil impian Anda

Proses Kredit Cepat
- Data Luar Daerah Bisa
- Kami Bekerja Sama Dengan Beberapa Leasing.
- Kami sangat terbuka Mengenai Hitungan Leasing.
- Terima Tukar Tambah Cash / Kredit.

Kami Mengutamakan Kepuasan dan Hubungan Baik Dengan Customer Bukan Jual Putus.

Segera buat janji datang ke showroom kami untuk lihat dan test drive 

Note :
- berhubung mobil yg kami jual cepat terjual, harap konfirmasi terlebih dahulu sebelum Anda datang ke showroom kami. 

Terimakasih,

Showroom Nicholas Auto

Alamat : Bursa Mobil BSD, blok A nomer 5-7. NICHOLAS AUTO. Dekat Aeon Mall. BSD, Tangerang. Ketik di google maps : Bursa Mobil BSD",2014,120000000.0,Jakarta D.K.I.,Jakarta Selatan,-6.289,106.839
18,772116815,active,2020-02-13T19:35:47+07:00,19600577,Nissan  Grand Livina 1.5 2013 ULTIMATE PAJAK HIDUP B DKI,"Misi gan ane mau jual cepat aja mobil ane Nissan Grand Livina 1,5 2013 type Ultimate transmisi automatic , kondisi body dan mesin masih Gress istimewa full orisinil bawaan pabrik semua ..
Surat-surat lengkap STNK BPKB faktur sertifikat dealer masih komplit pajak hidup  sampai bulan 5 2020  plat B DKI Jakarta ..

Jika ada yang berminat serius silakan langsung telepon atau WA langsung aja atau datang nego cek langsung di rumah Ane ..

Di jln. Cemara Kelurahan Kayu Putih Jakarta Timur ..",2013,96500000.0,Jakarta D.K.I.,Jakarta Timur,-6.23,106.882
19,772116362,active,2020-02-13T19:29:11+07:00,92750415,Nissan Grand Livina 1.5 XV 2012 Kondisi Super Terawat,"Harga yang tertera di iklan adalah khusu kredit

Harga cash  Rp  105.000.000
Haga cradit  Rp    95.000.000

TOTAL DP Rp  17.900.000
Angsuran    Rp   2.901.000 ( Mega )

TOTAL DP Rp  
Angsuran   Rp  

Paket TDP Paling MURAH
Se Jabodetabek 

Hanya ada di ALLISON AUTO 
Smua unit di atas th 2007
Bergaransi mesin dan matic Free WARRANTY selama 3 bulan

(TDP sudah termasuk Cicilan pertama Dan asuransi selama tenor kredit) 

Mobil siap pakai
Kondisi terawat
Cash / kredit
Segera hubungi kami untuk testdriv",2012,95000000.0,Jawa Barat,Depok Kota,-6.364,106.859
20,768823376,active,2020-01-19T13:14:18+07:00,3936086,Tdp 14jt - Grand livina Sv 2012 manual istimewa,"Grand livina SV th 2012
Manual

TDP 14jt

Harga khusus kredit 89jt

Harga cash 98jt

Pajak panjang, ban bagus, ac dingin, tinggal pakai

Lokasi
Candisambisari

Utara bandara adisucipto yogyakarta 

Terimakasih",2012,89000000.0,Yogyakarta D.I.,Sleman Kab.,-7.739,110.461
21,760894844,active,2020-01-29T23:19:44+07:00,66210168,Nissan Grand Livina XV AT. Paket Kredit DP Ceper,"Grand livina Xv 2012
Matic
Kondisi mulus terawat
Siap pakai

Paket Kredit Murah
Tdp 25 jt Angsuran 2.7 jtan 4 th
Tdp 5 jt Angsuran 3.3 jtan 4 th

Lokasi Cipondoh Tangerang",2012,110000000.0,Banten,Tangerang Kota,-6.186,106.682
22,768657532,active,2020-01-27T06:27:31+07:00,45479473,Grand livina XV 2011,Grand livina XV 2011 mesin joss siap pakai PR pajak off bln oktober 2018. harga nego ditempat sambil ngopi. cek unit dibelajang RSUD Pringsewu lama jl Diponegoro (musholla Al hidayah),2011,83000000.0,Lampung,Pringsewu Kab.,-5.333,104.985
23,769830356,active,2020-01-27T17:45:36+07:00,31250314,Nissam Grand Livina SV AT Silver Metalik 2014 NIK 2015,"GRAND LIVINA SV AT SILVER METALIK

Kondisi mobil terawat dan istimewa
Pemakaian 2015 NIK 2014
Plat D asli bandung
Pajak Panjang bulam Maret
Kilometer 73 ribu
Interior dan mesin bersib dan terawat
Kondisi mobil siap pakai dengan nyaman

Jika ingin kredit bisa di bantu prosesnya juga . 

Alamat :
Jl Venus Barat II No 10 Metro bandung",2014,114000000.0,Jawa Barat,Bandung Kota,-6.932,107.627
24,772116006,active,2020-02-13T19:26:49+07:00,105642484,Dijual grand livina tahun 2008 milik pribadi free velg ori,Dijual grand livina tahun 2008. Milik pribadi. Free velg ori. Bisa hubungi via wa. Nego sampai deal gan,2008,85000000.0,Jawa Timur,Jember Kab.,-8.17,113.727
25,771262528,active,2020-02-13T19:20:58+07:00,58030810,Grand Livina XV 2011 Matic At Istimewa SILVER,"MOBIL Nissan
Grand Livina
1.5 Xv
Matic At
Tahun 2011
Warna Silver
Kilometer Baru 60rbn
Service Record
Buku service dan manual lengkap
Jok lapis kulit
Tv plafon
Interior Hitam
Ban Tebal
Kondisi siap pakai
Pelat B
Pajak panjang
Jaminan Tdk Eks Tabrakan dan Banjir

*Harga Di atas Khusus Kredit*

DP 13jt
Ass tlo
47 x 2.946.000
Leasing by Mega AutoFinance

Harga cash berbeda
minat bisa Call or wa
Ataw datang langsung ke shwroom Mobil Kami
     
        *J2 Mobilindo*
""Juaranya Mobil Bekas Berkualitas""
Jl.Imam Bonjol No. 11 Karawaci 
Tangerang Sebelah Cahaya kaca.. 
Atw bisa juga via google map",2011,90000000.0,Banten,Tangerang Kota,-6.18,106.62
26,772114892,active,2020-02-13T19:13:43+07:00,60978918,GRAND LIVINA XV ULTIMATE AT 2011 PLAT D BLACK (BINTANG MOTOR),"OTR Cash : 118 Jt
OTR khusus Credit : 109 Jt

* Plat D (Bandung)
* Pajak STNK bulan 5 (panjang)
* Buku service & service record lengkap
* Jok kulit ori nissan
* Transmisi automatic
* Kondisi terawat
* Cash atau credit
* Pembelian credit dapatkan diskon tambahan
* Terima tukar tambah
* Dokumen dijamin lengkap & asli
* Harga cash nego
* Showroom Terpercaya

KUNJUNGI LANGSUNG :
**BINTANG MOTOR
KUALITAS & KEPUASAN KAMI UTAMAKAN
JLN. PUNGKUR 199
BANDUNG 40252

Buka setiap hari :
senin - sabtu jam 08.00 - 17.30
minggu           jam 09.00 - 15.00
libur tetap buka",2011,109000000.0,Jawa Barat,Bandung Kota,-6.932,107.627
27,771533800,active,2020-02-13T19:12:24+07:00,103456681,Nissan Grand Livina SV 2010,"Siapa tau minat. Livina SV 2010. Manual.
AD boyolali. Pajak dan plat panjang. Double din, central lock, alarm, ban tebal semua. Tinggal gass.
82jt nett. 
Kredit dibantu,  DP 15jt saja.
Selama iklan ini masih ada, berarti unit masih.

Kalo ada TT terios/rush 3 baris lain th muda manual, siap tambah.",2010,82000000.0,Jawa Tengah,Klaten Kab.,-7.742,110.515
28,772114620,active,2020-02-13T19:11:17+07:00,1635616,"(DP 13JT-ANGS 2,065 X 47) GRAND LIVINA 1.5 XV A/T 2007 TERAWAT","DIJUAL GRAND LIVINA 1.5 XV A/T 2007

- STNK atas nama pribadi
- Plat B GANJIL (TANGERANG)
- Pajak panjang
- Interior orisinil, masih fresh
- Body mulus terawat
- Electric Mirror
- Kaca film V-Kool
- Ban tebal turanza
- Kondisi mobil terawat dan siap pakai, diatas rata2 

OTR KHUSUS KREDIT : 66,000,000

HARGA CASH : 73,000,000 
(Nego Ditempat)

TOTAL DP 13 JUTA
ANGSURAN 2,065,000 × 47 Bulan

-21 MOTOR-
SERBA OTO PALEM SEMI BLOK A 1 NO 28, KARAWACI - TANGERANG (Sebelah Giant Supermarket Palem Semi)

Search Google Maps : Serba Oto Lot 6 Goldland Karawaci

UNIT YANG KAMI JUAL DIJAMIN :
1. TIDAK BEKAS TABRAK
2. BUKAN BEKAS BANJIR
3. BUKAN BEKAS RENTAL/ONLINE
4. SURAT - SURAT LEGAL

Buka Senin-Minggu 09,00-17,00

DISARANKAN KONTEK VIA WHATSAPP/LANGSUNG TELP UNTUK RESPON YANG LEBIH CEPAT

*KLIK ""SEE PROFILE"" Untuk Stok Unit Kami Yang Lainnya*",2007,66000000.0,Jakarta D.K.I.,Jakarta Barat,-6.148,106.735
29,771573583,active,2020-02-13T19:09:42+07:00,105517817,Grand livina 2010 ultimat 1.5 matic pajak hidup,"Grand livina 2010 matic
Type 1.5 Ultimate Tv dvd
Plat F,  pajak panjang
Stnk bpkb faktur lengkap
Ac dingin, kaki"" empuk
Ban tebel,  velk ring 16
Hrg 80jt nego dikit
Minat telp/wa difoto mobil
Lokasi karang dawa
Margasari tegal
Selama iklan tayang
Mobil masih ada bos",2010,80000000.0,Jawa Tengah,Tegal Kab.,-7.097,109.021
30,771868152,active,2020-02-13T19:03:25+07:00,67652773,Nissan Grand Livina terawat tangan 1 Tipe SV 2013 Matic Putih,"Dijual Nissan Grand Livina 1.5 SV tahun 2013 istimewa siap pakai warna PUTIH
- Kilometer 80rb
- Kaki2 masih sangat nyaman tidak glodakan
- Tidak bekas tabrakan dan bebas dari banjir dijamin
- Pajak panjang s/d bulan 8
- Plat L, pemakaian tangan 1 dari pertama beli
- 4 ban baru ganti semua
- AC dingin
- Aki, oli baru ganti
- Matic aman responsif

Kalau ingin lihat unit bisa janjian dulu melalui WA. Posisi di daerah satelit indah. Terima kasih.",2013,120000000.0,Jawa Timur,Surabaya Kota,-7.264,112.697
31,770581713,active,2020-02-13T19:02:27+07:00,61740404,All new Grand Livina 1.5 SV manual 2014 Antik,"* All new Grand Livina 1.5 SV manual 2014
* Pajak panjang bln 9-2020 kodya
* Km rendah 51rb manual book, service record
* Cover jok interior bersih full ori
* Ac dingin, kaki2 empuk senyap
* Mesin kering sehat, manual irit bertenaga
* Mobil tdk ada PR tinggal pakai Antik

Berminat silakan tlp/wa ke no user

Harga cash 118jt ( nego)
Harga kredit 110jt

Dp 15jt angsuran 3.300.000 x 47 bln",2014,118000000.0,Jawa Barat,Bandung Kota,-6.918,107.66
32,771937135,active,2020-02-13T19:01:52+07:00,100833035,Grand Livina XV matic ( Total DP 7 Juta ),"Grand Livina XV 2012 Automatic
√ Plat Genap
√ Km 110rb Service record
√ Mobil dijamin Sehat
√ AC dingin
√ Siap Pakai, tidak ad keluhan
√ Boleh General Check Up ke Bengkel Resmi
√ Surat - Surat Lengkap beserta kunci serap nya
√ Terima Tukar Tambah unit
√ Terima Request Unit kendaraan lain
√ Bergaransi Bebas Banjir dan Tabrakan
√ Data - data kredit bisa dibantu
√ Proses Mudah dan Cepat

Harga Khusus Kredit = 88 juta
Paket Khusus Kredit
Total DP = 7 juta
Angsuran = 3.177.000 x 47 bulan

Persyaratan Kredit 
1. FC Ktp suami dan istri
2. FC KK
3. FC NPWP
4. Bukti Kepemilikan Rumah/AJB/PBB
5. Cover tabungan 3 bln trakhir
6. Slip Gaji 3 bln trakhir ( Karyawan )
7. Surat keterangan usaha ( Wirausaha )

Untuk Informasi lebih lanjut silahkan hubungi 
Contact Person 
Hari ~ Hubungi Via Whatsapp / Telpon
6281384263691 
Lokasi Showroom :
1. Bursa Mobil Summarecon Serpong Blok F no 6 Gading Serpong tangerang
2. Bursa Mobil WTC Mangga Dua 
Lantai 9 blok i 21-23 Jakarta Pusat",2012,88000000.0,Jakarta D.K.I.,Jakarta Utara,-6.132,106.838
33,772113427,active,2020-02-13T18:59:29+07:00,93082853,Nissan grandlivina 2015 manual/MT 1500 silver surabaya full orisinil,"Ready unit istimewa boss

unit grandlivina XV 2015
transmisi manual
cc 1500
full orisinil
low km 60rban
pajak panjang bulan 10

tdp super spesial hanya 25 juta
angsuran tidak lebh dari 3juta

Nama: ping
Berkat sejahtera mobil",2015,130000000.0,Jawa Timur,Surabaya Kota,-7.226,112.649
34,772112754,active,2020-02-13T18:54:14+07:00,1896122,DP 5jt Nissan grand Livina ultimate 1.5 AT 2011 Murah,"Assalamuallaikum wr,wb 
Permisi gan ane mau nawarin mobil barangkali minat 

Nissan Grand Livina ultimate 1.5 Thn 2011 facelift interiornya Mantap mewah 

Spesifikasi Sbb
- Warna Favorit Silver Metalik
- Sangat Terawat 
- hardrest TV ORI Nissan Elegan
- Matic Sehat, Halus dan Responsive
- Body mulus cat kinclong licin
- AC super dingin
- Fog lamp nyala terang
- OrisinilInterior mewah full kulit original spesial gan jok kulit
- Mesin terawat gak ada rembesan oli 
- Central lock bagus
- Kaki2 masih enak baru diremajakan
-power steering enteng no bocor bocor
-spion elektrik Aktif 
- Bensin Irit Banget 1500cc 
- Siap pakai luar kota gak pegel matik
- dashboard Bagus no Retak retak
-Ban  bagus semua 
- sudah terpasang karpet 
- head unit ORI mantap 2tv ON 
- Kaca Film adem 3M 
-Temperatur Aman Normal 
- Mobil kinclong mulus tinggal  pakai aja
- Surat surat STNK,BPKB, Faktur dan NIK komplit dan Akur 

Pokoknya liat pasti suka 

Harga Murmer aja 91 jt cash 

TDP 5 juta aja 
angsuran 3.095 x 4 tahun saja
TDP 10juta aja 
angsuran 2.870 x 4 tahun saja
TDP 15 juta aja 
angsuran 2.690 x 4 tahun saja


TOTAL DP SUDAH TERMASUK ANGSURAN 1 & ASURANSI
Harga Paket Kredit (Dp & angsuran paling murah dikelasnya) 

Persyaratan Kredit KHUSUS JABODETABEK SAJA *

1. Fc ktp suami istri ( jika menikah )
2. Fc kartu keluarga dan Npwp
3. PBB Rumah/ akte jual beli/ Bukti kepemilikan rumah
4. Rek tabungan 3 bulan terakhir
5. slip gaji (karyawan)/ surat keterangan penghasilan / Surat keterangan usaha (wiraswatsta)

Proses kredit mudah & cepat via leasing Clipan finance 

Bandingkan Terutama ANGSURANNYA JANGAN TERKECOH DGN pasang HARGA MURAH tapi ANGSURAN TINGGI 

Bpkb, Stnk, Faktur, Komplit, Nama Perorangan dari 1 tangan , pajak hidup sampe 07 2020 Plat 2021 Amazing 

Kalo minat silahkan hubungi saya, 

LOKASI; 
Akhyar Jaya Mobilindo
Jl.raya pondok Rajeg RT 6/ RW 2, Desa Cipayung, Kelurahan Tengah, Kec. Cibinong, Kab. Bogor",2011,91000000.0,Jawa Barat,Bogor Kab.,-6.49,106.83
35,539332993,active,2020-02-13T18:42:21+07:00,23447291,Nissan Grand Livina XV mt 2011,"Bissmilahirrohmanirrohim..
assalamualaikum wr.wb...
dijual Nissan Grand Livina Manual
tahun 2011
-stnk Plat D an. perusahaan,
-pemakaian pribadi
-sudah pelepasan hak, 
-surat pelepasan hak ada  stnk,bkp dan    faktur ada
-Mobil  masih dipakai  sehari hari, 
-apik dan terawat
-Service Record Nissan
-interior dan ekterior sesuai foto
Sudah bnyak spare part yg saya ganti 
Ban baru 4cs pembelian Januari 2020
Evaporator 
Engine mounting
Cv joint, ball joint set
Kopling satu set 
Busi Double iridium Original
Dan masih banyak lagi
Silahkan boleh dicek service record Nissan
Selama masih dipakai mobil selalu saya rawat dengan baik, Insha Alloh No PR
Silahkan yg cari mobil siap pakai,
Nego bensin",2011,100000000.0,Jawa Barat,Tasikmalaya Kota,-7.312,108.184
36,768127487,active,2020-02-13T18:41:34+07:00,567149,Grand livina SV Manual 2015,"Kondisi mulus, km 87 rb, sarung jok kulit, head unit double din + gps + android, foot guard, talang air, beli juni 2015 (STNK 2015), milik sendiri",2015,112000000.0,Jawa Barat,Depok Kota,-6.397,106.8
37,768489010,active,2020-02-13T18:20:40+07:00,1675175,Grand livina ultimate Istimewa,"Grand livina ultimate Istimewa, atas nama pribadi, Pajak Panjang 1 thn full, mulus terawat, mesin kering, responsif, siapa cepat dia dapat",2013,108000000.0,Jawa Barat,Depok Kota,-6.436,106.835
38,772109350,active,2020-02-13T18:15:34+07:00,4749343,"Grand Livina XV AT Full Orisinil, Istimewa","Dijual Nissan Grand Livina XV Matic, jarang dipakai, Full Orisinil, KM 20Rb, 1 tangan dari baru, siap pakai, plat D Kodya (No PR)",2013,123000000.0,Jawa Barat,Bandung Kota,-6.955,107.647
39,772020137,active,2020-02-13T18:12:35+07:00,58050748,"Grand Livina XV 2014 Manual - KM 20 Rb , ANTIK","Dijual :

Grand Livina XV 2014 Manual
Asli Kudus dari Baru
KM 23 Rb , Record Nissan
Full Orisinil luar dalam
Nol Spet
Jaminan tdk bekas Nabrak / Banjir
Ban 4 msh bawaan Thn 2014
Siap Pakai
Pajak bulan Agustus 2020
Surat2 Lengkap di Jamin
Buku Servis dan Kunci Cadangan Lengkap
Unit di Kudus Kota

Harga Cash : 118 Jt / Nego
Bisa Bantu Proses Kredit
DP dan Cicilan Menyesuaikan

Terima Kasih",2014,118000000.0,Jawa Tengah,Kudus Kab.,-6.807,110.841
40,769888443,active,2020-02-08T09:28:35+07:00,812392,Nissan Grand Livina XV Matic 2011 Free BALIK NAMA (kredit dibantu),"FREE BALIK NAMA 
good condition 
exterior cat / interior orisinil
mesin terawat / matic responsif
kaki kaki bagus / ban tebal

Kredit Total DP Rp 10 Juta
Angsuran Rp 2,8 Jtan x 47 kali

Lokasi : PERSADA OTO
Jl Dermaga Raya No 117 Duren Sawit Klender Jakarta Timur",2011,85000000.0,Jakarta D.K.I.,Jakarta Timur,-6.232,106.915
