title,user_name,rating,review_date,review_text,reply_text
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 2, 2019",good appl,
Bukalapak-JualBeliOnline,Marcellino Pratama,Rated 1 stars out of five stars,"March 2, 2019",ngentot,
Bukalapak-JualBeliOnline,Lesmono Andi,Rated 5 stars out of five stars,"March 2, 2019",selalu menjadi rekomendasi untuk belanja online,
Bukalapak-JualBeliOnline,Gie Pringga,Rated 4 stars out of five stars,"March 2, 2019","setiap update selalu terlihat kemajuan dari aplikasi ini, tidak ada nya Bug, tampilan yg lebih menarik dan memudahkan setiap pencarian, dan semoga update yg ini, bisa dapat serbu seru:-)...sukses terus Bukalapak",
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 2, 2019",So Helpfull,
Bukalapak-JualBeliOnline,Bagus Prima,Rated 1 stars out of five stars,"March 2, 2019","Kurang dalam tanggapan, kepekaan, tanggung jawab.","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Ldcorp Singapore,Rated 1 stars out of five stars,"March 2, 2019",Bad,
Bukalapak-JualBeliOnline,刘宇恩Ony,Rated 1 stars out of five stars,"March 2, 2019","Masih belum ada sangsi berat bagi penjual yang seenaknya menolak order. Jual laptop sudah dibayar 3.5jt tiba-tiba ditolak. Ketika seller dihubungi, ia malah marah2 menyalahkan pembeli salah sendiri mengapa tidak tanya stock lebih dulu. Alasan tidak masuk akalnya adalah penjual juga menjual laptop di market place lain, jadi sibuk tidak ada waktu untuk update stock barang di Bukalapak. Dana 3,5jt sudah 1 tahun lebih tidak kembali, CS tidak membantu apa pun karena yang menjawab bukan manusia.","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Ardy Priatama,Rated 5 stars out of five stars,"March 2, 2019",nice,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 2, 2019",bagus cepat transparan,
Bukalapak-JualBeliOnline,Reza Mg,Rated 5 stars out of five stars,"March 2, 2019",very nice,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 2, 2019",selalu puas belanja di Bukalapak,
Bukalapak-JualBeliOnline,Fajar Setya Adhi,Rated 4 stars out of five stars,"March 2, 2019","Mohon untuk verifikasi diri nya dipercepat. Kalau sdh nanti saya tambah bintangnya, trims..","PT Bukalapak.comJanuary 1, 2019Hi Kak Fajar Setya Adhi, kami informasikan bahwa untuk saat ini kamu tidak bisa mencairkan dana di BukaDana ke rekening kamu ya."
Bukalapak-JualBeliOnline,Vauzi Yoga,Rated 1 stars out of five stars,"March 2, 2019","cari tiket kereta mudik mau ga mau harus sering refresh utk cari update ketersediaan, krn sering refresh kna suspend 60 menit karena melebihi batas pencarian/booking, W*F!!!!!. not recomended untuk pembelian tiket kereta di aplikasi ini,.","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,bunda helga,Rated 5 stars out of five stars,"March 2, 2019",diskon terus,
Bukalapak-JualBeliOnline,citananto Narcahyo,Rated 5 stars out of five stars,"March 2, 2019",good app,
Bukalapak-JualBeliOnline,muhammad nour,Rated 5 stars out of five stars,"March 2, 2019",👌 mani,
Bukalapak-JualBeliOnline,agung Simbisa,Rated 4 stars out of five stars,"March 2, 2019",awesome,
Bukalapak-JualBeliOnline,Ryant Pasaribu,Rated 1 stars out of five stars,"March 2, 2019",dana gw di pindah2in entah kemana. ok gw relain aja. enak aja lo ngendapin duit.,"PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 2, 2019",aplikasi yang sangat membantu,
Bukalapak-JualBeliOnline,joni widiarto,Rated 5 stars out of five stars,"March 2, 2019",aplikasi yg bagus,
Bukalapak-JualBeliOnline,Wira Prabowo,Rated 5 stars out of five stars,"March 2, 2019",Good Exp,
Bukalapak-JualBeliOnline,desi amelia,Rated 1 stars out of five stars,"March 2, 2019",aplikasi banyak bugs,"PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas :)"
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"March 2, 2019",Jelek pelayanan Pada saat mau check stock barang di jual sering loading ulang terus di versi Android Dan tidak ada versi untuk pelapak Semua penjual dan pembeli tampilannya sama Tolak traksaksi Penalty - akun di bekukan - feedback negatif -barang semua kondisi di dalam bagian kolom tidak di jual -mau edit stock loading lama(sering kembali ke halaman utama) -komplaint ke buka bantuan gk di respond BTW percuma bngt pakai premium akun Gk ada guna Gk ada di prioritas kan sama sekali Sungguh kecewa,"PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Hilmi Munif,Rated 5 stars out of five stars,"March 2, 2019",buka reksa dan buka emas sangat membantu,
Bukalapak-JualBeliOnline,erdwin ruliyanto,Rated 1 stars out of five stars,"March 2, 2019",bad ceo............,
Bukalapak-JualBeliOnline,Reza Umar,Rated 5 stars out of five stars,"March 2, 2019",good,
Bukalapak-JualBeliOnline,Winarti Ningsih,Rated 5 stars out of five stars,"March 2, 2019",nice app. Banyak cashbacknya dan gak ribet make cashbacknya 😂,
Bukalapak-JualBeliOnline,ugop88,Rated 5 stars out of five stars,"March 2, 2019",good,
Bukalapak-JualBeliOnline,herdian dipta,Rated 4 stars out of five stars,"March 2, 2019",tingkatkan perlindungan konsumennya. sejauh ini sudah cukup oke,
Bukalapak-JualBeliOnline,r. herry hermawan,Rated 5 stars out of five stars,"March 1, 2019",very fast and so easy,
Bukalapak-JualBeliOnline,rick kusmayadi,Rated 5 stars out of five stars,"March 1, 2019",good,
Bukalapak-JualBeliOnline,Andrew denny,Rated 5 stars out of five stars,"March 1, 2019","Simple, mudah digunakan, aman.",
Bukalapak-JualBeliOnline,Yun Eninggar,Rated 5 stars out of five stars,"March 1, 2019",User friendy. Seneng pake bukalapak dan memudahkan konsumen mencari barang2 yang di perlukan tanpa keluar rumah.,
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"March 1, 2019","Baru sja pasang (dulu udah sering pasang cabut nih applikasi akibat gagal verifikasi). Kali ini mau nyoba, sekedar iseng cari perbandingan harga ato batang gsk ada di lapak sebelah. Bukannya dya lngsung open, tak baca2 komen disini, eh....emang bner firasat gue. Kga bener nih !!! Mkasih Bukalapak udah gak ngurusin complaint gue...xaxaxa...Cabut ahhhh!",
Bukalapak-JualBeliOnline,Chintya Lie,Rated 5 stars out of five stars,"March 1, 2019","Udah bagus, kalo bisa kerja sama, sama Gojek pake GoSend terus bisa COD juga",
Bukalapak-JualBeliOnline,Haris Murdianto,Rated 4 stars out of five stars,"March 1, 2019",User friendly,
Bukalapak-JualBeliOnline,Andi St,Rated 5 stars out of five stars,"March 1, 2019",very good,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",amazing application,
Bukalapak-JualBeliOnline,Hanny M,Rated 5 stars out of five stars,"March 1, 2019",sering-sering ngadain sale :)),
Bukalapak-JualBeliOnline,Ary Eka Putra,Rated 5 stars out of five stars,"March 1, 2019",sangat memudahkan dalam mencari kebutuhan2... langkah2 transaksinya mydah di pahami,
Bukalapak-JualBeliOnline,Aditya Yusuf,Rated 1 stars out of five stars,"March 1, 2019",Aplikasi sampah...!!!,
Bukalapak-JualBeliOnline,siro zudin,Rated 5 stars out of five stars,"March 1, 2019",buka dompet kenapa tidak bisa di top up lagi.?,
Bukalapak-JualBeliOnline,teguh wicaksono,Rated 5 stars out of five stars,"March 1, 2019",ok,
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"March 1, 2019","untuk ganti nomor hp aja di persulit kenapa??sudah tau nmer lama rusak kok msih d kirim kode verifikasi ke nmer lama ya gk bisa lah,,padahal skrg proses pmbayaran serbu menggunakan dana dan harus dkirimi kode verifikasi, sedangkan nomor hp lama sudah tdk aktif,,otomatis saldo dana tdk bisa terpakai lagi.","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas :)"
Bukalapak-JualBeliOnline,ony elhadi,Rated 1 stars out of five stars,"March 1, 2019",plynn kurg,
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"March 1, 2019",jelek,
Bukalapak-JualBeliOnline,m bakar,Rated 5 stars out of five stars,"March 1, 2019",wokeh,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",easy to use,
Bukalapak-JualBeliOnline,alfonsus agus,Rated 5 stars out of five stars,"March 1, 2019",good app,
Bukalapak-JualBeliOnline,kega raprap,Rated 1 stars out of five stars,"March 1, 2019",Aint gonna use applications for politics,
Bukalapak-JualBeliOnline,Dodik Hendariyanto,Rated 5 stars out of five stars,"March 1, 2019",fully recomended,
Bukalapak-JualBeliOnline,aries hamdanie danie,Rated 5 stars out of five stars,"March 1, 2019",online shop rekomended banget,
Bukalapak-JualBeliOnline,dimas aulia,Rated 1 stars out of five stars,"March 1, 2019",", ngambil saldo kena potong, beli barang kena charge administrasi, aplikasi bintang 1 aja, belum lagi SERBU SERU JUDI GILA (hentikan please ghan).","PT Bukalapak.comMarch 1, 2019Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas :)"
Bukalapak-JualBeliOnline,vicell x,Rated 1 stars out of five stars,"March 1, 2019",Good!!..,
Bukalapak-JualBeliOnline,Yudi Ruswandy,Rated 5 stars out of five stars,"March 1, 2019",mantul,
Bukalapak-JualBeliOnline,refki budiman,Rated 5 stars out of five stars,"March 1, 2019",ok,
Bukalapak-JualBeliOnline,A Google user,Rated 4 stars out of five stars,"March 1, 2019","Good, Im satisfied with this application. Thanks.",
Bukalapak-JualBeliOnline,Solikin Abi Syahrial,Rated 5 stars out of five stars,"March 1, 2019",aplikasi bagus bantu banget buat BELANJA,
Bukalapak-JualBeliOnline,Rian Wijaya,Rated 1 stars out of five stars,"March 1, 2019",EMAIL GANGGU BANGET!!! UDA UNSUBSCRIBE BERAPA KALI GUE,
Bukalapak-JualBeliOnline,Situmorang Agustus,Rated 1 stars out of five stars,"March 1, 2019",peng adu domba,
Bukalapak-JualBeliOnline,Aditya Budiman,Rated 5 stars out of five stars,"March 1, 2019","sangat membantu buat nyari barang,",
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",respon cepat dan brg sesuai order,
Bukalapak-JualBeliOnline,Ate Turmudzi,Rated 5 stars out of five stars,"March 1, 2019","Banyak pilihan, informativ dan harga bersaing. Belanja jadi gampang...",
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",ge oko ka ikil..... GOKIL...,
Bukalapak-JualBeliOnline,livia kristianti,Rated 5 stars out of five stars,"March 1, 2019",good apps,
Bukalapak-JualBeliOnline,noverina alfiany,Rated 5 stars out of five stars,"March 1, 2019",excellent,
Bukalapak-JualBeliOnline,peres prasetya,Rated 5 stars out of five stars,"March 1, 2019",josss,
Bukalapak-JualBeliOnline,Satmoko Hadi,Rated 4 stars out of five stars,"March 1, 2019",dompet susah digunakan...tdk bs jd pengurang jml belanja,
Bukalapak-JualBeliOnline,Sofyanda Habibi,Rated 1 stars out of five stars,"March 1, 2019","SANGAT TIDAK AMAN! uang saya melayang 3,1 juta","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Faris Naufal,Rated 5 stars out of five stars,"March 1, 2019",good,
Bukalapak-JualBeliOnline,yas putra,Rated 5 stars out of five stars,"March 1, 2019",sangat membantu saat membutuhkan suatu barang yang susah di cari di toko offline.,
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"March 1, 2019",lemott.,
Bukalapak-JualBeliOnline,nova ardiani Rahmah,Rated 5 stars out of five stars,"March 1, 2019",lebih lengkap drpd tokopedia. hehehe,
Bukalapak-JualBeliOnline,Syarif Arifin,Rated 4 stars out of five stars,"March 1, 2019",simple and usefull,
Bukalapak-JualBeliOnline,Ronald Suteja,Rated 5 stars out of five stars,"March 1, 2019",nice and very good apps.,
Bukalapak-JualBeliOnline,salamander junior,Rated 5 stars out of five stars,"March 1, 2019",good,
Bukalapak-JualBeliOnline,ahmad samsyul bachri,Rated 5 stars out of five stars,"March 1, 2019",best olshop,
Bukalapak-JualBeliOnline,Hasmi Baih,Rated 5 stars out of five stars,"March 1, 2019","mantap, aplikasi anak bangsa",
Bukalapak-JualBeliOnline,tomM,Rated 5 stars out of five stars,"March 1, 2019",muantap,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",Barang pesanan Cepat sampai,
Bukalapak-JualBeliOnline,Taufik Ismael,Rated 3 stars out of five stars,"March 1, 2019",berbeda dengan yg dulu. kalau beli barang langsung transaksi otomatis. tapi sekarang harus masukin struk pembayaran tanda transfer. lalu kurangnya bantuan dari bukabantuan dalam menangani penanganan masalah di bukalapak,"PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Ical,Rated 5 stars out of five stars,"March 1, 2019",good,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",recommeded bagus ini aplikasi,"PT Bukalapak.comFebruary 26, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,aditya dyan Permadi,Rated 5 stars out of five stars,"March 1, 2019",recommended,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",saya sangat suka dengan bukalapak,
Bukalapak-JualBeliOnline,Rudyanto Halim,Rated 5 stars out of five stars,"March 1, 2019",good apps,
Bukalapak-JualBeliOnline,duha syamsu,Rated 5 stars out of five stars,"March 1, 2019",Sering pakai BL karena UI nya paling nyaman dibanding marketplace yang lain,
Bukalapak-JualBeliOnline,lionard hamdan,Rated 5 stars out of five stars,"March 1, 2019",Bagus sekali. punya anak bangsa indonesia#2019bukanbapak,
Bukalapak-JualBeliOnline,pri lee,Rated 5 stars out of five stars,"March 1, 2019",the best wes pokok e,
Bukalapak-JualBeliOnline,Angga Toebill,Rated 5 stars out of five stars,"March 1, 2019",nice,
Bukalapak-JualBeliOnline,Fun Fake,Rated 5 stars out of five stars,"March 1, 2019",Mantul,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019","I only have one word to describe this, COOL",
Bukalapak-JualBeliOnline,adang djeff,Rated 1 stars out of five stars,"March 1, 2019",mampus lu,
Bukalapak-JualBeliOnline,wendy rhohmatulloh,Rated 1 stars out of five stars,"March 1, 2019","gara gara pesanan di batalin mau cairin saldo aja malah muter2 masuk aplikasi dana ,aplikasi dana di suruh nunggu lagi proses scan ktp ,dicairin nunggu lg makin males ditambah biaya admin lagi haha lucu skali hidup di negara +62 #hapusaplikasi #pindahijo #pindahaplikasi_S","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Endra Dwi Cahyono,Rated 1 stars out of five stars,"March 1, 2019","berbagi pengalaman, saya baru² saja melakukan transaksi pembayaran kartu kredit dikarenakan salah satunya karena ada promo yang menarik, tetapi pembayaran tidak segera terkonfirmasi, dan dana saya sudah di hold selama kurang lebih 5 hari, dan akhirnya transaksi tidak dapat diproses tanpa ada penjelasan yg gamblang, walaupun akhirnya dana saya dikembalikan. sekarang ada lagi promo pembayaran kartu kredit, jadi ragu mau mencoba","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Hetik Yuliati,Rated 5 stars out of five stars,"March 1, 2019",makasih bukalapak,
Bukalapak-JualBeliOnline,Rhiezal Elmurtazy,Rated 5 stars out of five stars,"March 1, 2019",Aplikasi paling top dah Sangat terpercaya,
Bukalapak-JualBeliOnline,Mirjun Abdillah,Rated 5 stars out of five stars,"March 1, 2019",helpfull application..,
Bukalapak-JualBeliOnline,Jose Cilacap,Rated 5 stars out of five stars,"March 1, 2019","cukup banyak membantu cari kebutuhan,cm skrg agak lelet aja",
Bukalapak-JualBeliOnline,iOne Vin,Rated 1 stars out of five stars,"March 1, 2019",saldo buka dana hilang 12rb tapi semua bid meleset semua...👎👎👎,"PT Bukalapak.comMarch 4, 2019Mohon maaf atas ketidaknyamanannya Kak, terkait dana Refund yang belum kamu terima, yuk infokan detail kendala kamu dengan nomor tagihannya melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut."
Bukalapak-JualBeliOnline,Nur Aeni,Rated 5 stars out of five stars,"March 1, 2019",Pilih bukalapak karena punya muslim,
Bukalapak-JualBeliOnline,Victor Halim,Rated 5 stars out of five stars,"March 1, 2019",Bener2 memudahkan untuk menemukan barang yang kita cari dengan harga yg pas dan sesuai. Tracking paket jg dapat dilakukan dengan mudah,
Bukalapak-JualBeliOnline,Kurniawan Nur Prasetyo,Rated 5 stars out of five stars,"March 1, 2019","Jual beli online buatan Indonesia, easy to use",
Bukalapak-JualBeliOnline,Nader Kabir,Rated 1 stars out of five stars,"March 1, 2019",harga mahal sekali ????,"PT Bukalapak.comJanuary 1, 2019Hi, Kak Nader Kabir, mohon maaf atas pengalaman yang kurang menyenangkan, kami berusaha untuk lebih baik kedepannya, sementara itu bisa dibantu menjelaskan kembali kendala yang Kakak alami secara detail melalui form berikut https://bukl.pk/appreview agar dapat kami cek lebih lanjut. Semoga kendalanya segera selesai ya Kak."
Bukalapak-JualBeliOnline,Sayid Nurfatah,Rated 5 stars out of five stars,"March 1, 2019",Buka Lapak menepati janji,
Bukalapak-JualBeliOnline,Nusifera sundari,Rated 5 stars out of five stars,"March 1, 2019",Recommended 👍,
Bukalapak-JualBeliOnline,Kreasi Guru,Rated 5 stars out of five stars,"March 1, 2019",ok,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",ok,
Bukalapak-JualBeliOnline,Muhammad Ja'far,Rated 5 stars out of five stars,"March 1, 2019",well done,
Bukalapak-JualBeliOnline,Muhammad Zamakhsyari,Rated 5 stars out of five stars,"March 1, 2019",ok,
Bukalapak-JualBeliOnline,Angga Saputra,Rated 5 stars out of five stars,"March 1, 2019",good,
Bukalapak-JualBeliOnline,Arief Fakhriansyah,Rated 5 stars out of five stars,"March 1, 2019",aplikasi yg baik,
Bukalapak-JualBeliOnline,Yahya Zailani,Rated 5 stars out of five stars,"March 1, 2019",maju terus,
Bukalapak-JualBeliOnline,Edo agung rahadian,Rated 5 stars out of five stars,"March 1, 2019",mantul,
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"March 1, 2019",respons dari pihak custumer lambat.,"PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas :)"
Bukalapak-JualBeliOnline,Arvied Alviah,Rated 5 stars out of five stars,"March 1, 2019","Dari smua Online shop, cuma ini yg sering saya gunakan, walau pun pernah ketipu sekali saya seller tdk bertanggung jawab. Friendly user app.. Thx bukalapak",
Bukalapak-JualBeliOnline,Eko Dany Sulistiyanto,Rated 4 stars out of five stars,"March 1, 2019",mangaaab dah,
Bukalapak-JualBeliOnline,haki mur,Rated 5 stars out of five stars,"March 1, 2019",Mantabbbb bagus aplikasinya membantubsekali dalam jual beli online,
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"March 1, 2019","Mohon maaf ini bukalapak, mengapa akun saya di nonaktifkan tanpa ada dasar yang jelas. Terus pesanan saya bagaimana","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas :)"
Bukalapak-JualBeliOnline,Muhammad Bachtiar,Rated 5 stars out of five stars,"March 1, 2019",oooooooooooooook,
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"March 1, 2019","Unistall. Bukalapak Ribet sekarang dan susah dihubungi kalau komplain, semua serba jawab otomatis. Pembayaran Raib tanpa jejak dan kejelasan. Mengecewakan langganan lama seperti saya. Very Dissapointed.","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas :)"
Bukalapak-JualBeliOnline,benny ekaputra,Rated 1 stars out of five stars,"March 1, 2019",not suitable,
Bukalapak-JualBeliOnline,Wisnu Murti,Rated 5 stars out of five stars,"March 1, 2019",nice,
Bukalapak-JualBeliOnline,Ervi Kurniawan,Rated 5 stars out of five stars,"March 1, 2019",Tingkatkan lagi!!,
Bukalapak-JualBeliOnline,Iwan Ramlan,Rated 1 stars out of five stars,"March 1, 2019","pesan barang, sudah transfer n bayar sesuai arahan, tapi tidak ada konfirmasi. lanjut upload bukti bayar, tetap tidak ada konfirmasi, diminta tunggu, keburu kedaluarsa.. mau komplain ke Bukabantuan, nggak bisa dibuka.. jadi saya harus kasih bintang lima gitu???","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Bob Obenk,Rated 5 stars out of five stars,"March 1, 2019",great app ...belanja jd mudah banget,
Bukalapak-JualBeliOnline,Dicky Suwanto,Rated 1 stars out of five stars,"March 1, 2019",Makin kesini makin aneh promo jualannya dan sistem pengundian untuk barang dgn harga tertentu tidak jelas. kebanyakan akun smurf yg dapet sepertinya.,"PT Bukalapak.comMarch 4, 2019Kami memahami kendala kamu Kak, untuk penyerbu terpilih akan diundi secara acak dan diumumkan setelah periode event berakhir serta akan diumumkan pada media social Instagram resmi Bukalapak ya. Semoga kamu beruntung mendapatkan barang serbuan kamu, ditunggu perubahan review aplikasi Bukalapak ya. :)"
Bukalapak-JualBeliOnline,hermansyah emon,Rated 3 stars out of five stars,"March 1, 2019",yh,
Bukalapak-JualBeliOnline,hasan fikkry,Rated 5 stars out of five stars,"March 1, 2019",Good app,
Bukalapak-JualBeliOnline,Spbu 14205156,Rated 5 stars out of five stars,"March 1, 2019",Barang sesuai. memuaskan,
Bukalapak-JualBeliOnline,hasta gunawan,Rated 3 stars out of five stars,"March 1, 2019","verifikasi lama, katanya maks 5 hari,","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,andrew pasuhuk,Rated 1 stars out of five stars,"March 1, 2019",taek gak bisa daftar akun,
Bukalapak-JualBeliOnline,septhyan widyanto,Rated 5 stars out of five stars,"March 1, 2019",nice app for e-commerce,
Bukalapak-JualBeliOnline,Wahyudi Purwanto,Rated 4 stars out of five stars,"March 1, 2019",Great,
Bukalapak-JualBeliOnline,فتاح محمد,Rated 5 stars out of five stars,"March 1, 2019",Nice,
Bukalapak-JualBeliOnline,fian berry86,Rated 5 stars out of five stars,"March 1, 2019",good,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",good,
Bukalapak-JualBeliOnline,Hermawan DH,Rated 1 stars out of five stars,"March 1, 2019",Notif mengganggu,
Bukalapak-JualBeliOnline,Multi Engineering,Rated 5 stars out of five stars,"March 1, 2019",aplikasi jualan online terbaik,
Bukalapak-JualBeliOnline,arief suprayitno,Rated 5 stars out of five stars,"March 1, 2019",belanja mudah segala ada,
Bukalapak-JualBeliOnline,Ida Yuningsih,Rated 5 stars out of five stars,"March 1, 2019",Ahmad Zhaky the Best ✌🏽,
Bukalapak-JualBeliOnline,Rain Day,Rated 1 stars out of five stars,"March 1, 2019",Aplikasi Tol...oL... Flash sale dimulai ga ada tombol belinya....Mampus aja lo bukalapuk.....Buaya apa yg suka PHP flash sale Harbolnas ? Buayakalapak Haha... Hapus Ga Guna...,"PT Bukalapak.comMarch 4, 2019Mohon maaf atas ketidaknyamanannya Kak, untuk kendala performa aplikasi bisa terjadi dari beberapa faktor, antara lain kondisi sinyal dan pastikan juga melakukan clear cache di menu setting - apps. Terima kasih atas kritik dan saran yang kakak berikan, ditunggu perubahan review aplikasi Bukalapak ya. :)"
Bukalapak-JualBeliOnline,Zephan Salim,Rated 1 stars out of five stars,"March 1, 2019",Ze 45 xxzes#sketch #sketch the dazzled 🤔🌿,
Bukalapak-JualBeliOnline,Dian Purnomo,Rated 5 stars out of five stars,"March 1, 2019",very usefull aps,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"March 1, 2019",good👍👍,
Bukalapak-JualBeliOnline,AD.RAPIER,Rated 4 stars out of five stars,"March 1, 2019","uang udah di transfer, gk di konfirmasi udah bayar, padahal udah kirim tanda bukti transfer, malah sudah tu di batalkan, coba minta bantuan, malah juga udah gk di konfirmasi 1x24jam, perbaikin dong","PT Bukalapak.comMarch 4, 2019Mohon maaf atas kendala yang Kakak alami. Silakan infokan detail kendala kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya dapat segera terselesaikan ya."
Bukalapak-JualBeliOnline,Arun Hutabarat,Rated 5 stars out of five stars,"March 1, 2019",Ok,
Bukalapak-JualBeliOnline,Citra Mulia,Rated 3 stars out of five stars,"March 1, 2019",incredible,
Bukalapak-JualBeliOnline,Dida Anwar Firdaus,Rated 5 stars out of five stars,"March 1, 2019",bukalapak mantap 👆👆,
